****************************************************************
Suite Created By = Protacon Technologies Ltd
TesterID = SWT-G4-17
SWT version = 1.4.0.8
TestPlaceIdentification = TAL165-1
ProductType = UHF
Chip Model = UCODE 8
Chip Manufacturer = NXP
Product Specification = 3007260
Inlay Type = UHF
Product Readiness Level = FG
Prodline Name = TAL165-1
Tester Name = SWT-G4-17
Product Name = NF_FCCa_TID
Product Spec = 3007260
Encoding Specification = 3007260
Start of test = 2019-08-15 19:56:12
Main Roll ID = 0006279714
Sub Roll IDs = 
Roll Counter = 1
ReadersGAPs = 
Attenuation1.Value = 7.00
Attenuation2.Value = 7.00
Operator Name IC-Attachment =
Operator Name IC-Converting =
Operator Name Final Testing =
Chip Manufacturing Date =
SFG Roll ID =
R2_CMD1 = FF 1E 2F 00 00 01 22 00 00 05 15 22 10 01 9F 02 56 01 FF 01 00 01 09 28 02 56 00 02 00 00 00 00 06 (CRC:CCITT:1:-1)|FF34220000XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX60E2XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX|15|0|1|0|TX1(0:0)|1|TID(52:24)
Fields = Index, TID(52:24), ProductionMode, Status, Status_R1, Status_R2, Attenuation(0:), Attenuation_R1, Attenuation_R2, SpliceCount(0:), WaferBatch(0:), Time
****************************************************************
1.1, FF3422000010019F01FF0101C6110D32E800000259006A050060E2806894200040030953E4670000803000E2806894000040030953E4675A4FF584, 0, 1, 0, 1, 7.00, 0.00, 7.00, 0, SNN618-25E6, 2019-08-15 19:54:54.095
2.1, FF3422000010019F01FF0101C6110D32E8000000110070050060E2806894200050030953E0670000803000E2806894000050030953E0678C0FE1C9, 0, 1, 0, 1, 7.00, 0.00, 7.00, 0, SNN618-25E6, 2019-08-15 19:54:55.314
3.1, FF3422000010019F01FF0101C5110D32E800000229006A050060E2806894200050030953DC670000803000E2806894000050030953DC67CCF7C057, 0, 1, 0, 1, 7.00, 0.00, 7.00, 0, SNN618-25E6, 2019-08-15 19:54:56.448
4.1, FF3422000010019F01FF0101C5110D32E8000001E30068050060E2806894200040030953D8670000803000E2806894000040030953D8671AB7DD2D, 0, 1, 0, 1, 7.00, 0.00, 7.00, 0, SNN618-25E6, 2019-08-15 19:54:57.576
5.1, FF3422000010019F01FF0101C6110D32E80000019E006A050060E2806894200040030953D4670000803000E2806894000040030953D4675FDA29E2, 0, 1, 0, 1, 7.00, 0.00, 7.00, 0, SNN618-25E6, 2019-08-15 19:54:58.709
6.1, , 0, 0, 0, 0, 7.00, 0.00, 7.00, 0, SNN618-25E6, 2019-08-15 19:54:59.862
7.1, FF3422000010019F01FF0101C7110D32E80000011F0062050060E2806894200040030953CC670000803000E2806894000040030953CC67D50036EA, 0, 1, 0, 1, 7.00, 0.00, 7.00, 0, SNN618-25E6, 2019-08-15 19:55:00.986
8.1, FF3422000010019F01FF0101C7110D32E8000000DB006D050060E2806894200050030953C8670000803000E2806894000050030953C867034086CC, 0, 1, 0, 1, 7.00, 0.00, 7.00, 0, SNN618-25E6, 2019-08-15 19:55:02.118
9.1, FF3422000010019F01FF0101C6110D32E80000009A006A050060E2806894200050030953C4670000803000E2806894000050030953C467462D8C7D, 0, 1, 0, 1, 7.00, 0.00, 7.00, 0, SNN618-25E6, 2019-08-15 19:55:03.252
10.1, FF3422000010019F01FF0101C7110D32E80000005E006D050060E2806894200040030953C0670000803000E2806894000040030953C067906D51F4, 0, 1, 0, 1, 7.00, 0.00, 7.00, 0, SNN618-25E6, 2019-08-15 19:55:04.391
11.1, FF3422000010019F01FF0101C6110D32E800000020006A050060E2806894200050030953BC670000803000E2806894000050030953BC67C7DDE27B, 0, 1, 0, 1, 7.00, 0.00, 7.00, 0, SNN618-25E6, 2019-08-15 19:55:05.528
12.1, FF3422000010019F01FF0101C6110D32E8000002360065050060E2806894200040030953B8670000803000E2806894000040030953B867119D268A, 0, 1, 0, 1, 7.00, 0.00, 7.00, 0, SNN618-25E6, 2019-08-15 19:55:06.663
13.1, FF3422000010019F01FF0101C5110D32E8000001F6006D050060E2806894200040030953B4670000803000E2806894000040030953B46754F0C67A, 0, 1, 0, 1, 7.00, 0.00, 7.00, 0, SNN618-25E6, 2019-08-15 19:55:07.798
14.1, FF3422000010019F01FF0101C5110D32E8000001B20068050060E2806894200050030953B0670000803000E2806894000050030953B06782B0E650, 0, 1, 0, 1, 7.00, 0.00, 7.00, 0, SNN618-25E6, 2019-08-15 19:55:08.931
15.1, FF3422000010019F01FF0101C5110D32E800000173006A050060E2806894200040030953AC670000803000E2806894000040030953AC67DE2A801E, 0, 1, 0, 1, 7.00, 0.00, 7.00, 0, SNN618-25E6, 2019-08-15 19:55:10.066
16.1, FF3422000010019F01FF0101C5110D32E80000012F006A050060E2806894200050030953A8670000803000E2806894000050030953A867086A2087, 0, 1, 0, 1, 7.00, 0.00, 7.00, 0, SNN618-25E6, 2019-08-15 19:55:11.201
17.1, FF3422000010019F01FF0101C5110D32E8000000EA0065050060E2806894200050030953A4670000803000E2806894000050030953A4674D0757DC, 0, 1, 0, 1, 7.00, 0.00, 7.00, 0, SNN618-25E6, 2019-08-15 19:55:12.336
18.1, FF3422000010019F01FF0101C5110D32E8000000A2006D050060E2806894200040030953A0670000803000E2806894000040030953A0679B474642, 0, 1, 0, 1, 7.00, 0.00, 7.00, 0, SNN618-25E6, 2019-08-15 19:55:13.466
19.1, FF3422000010019F01FF0101C6110D32E80000006D006D050060E28068942000400309539C670000803000E28068940000400309539C67DBBF8F93, 0, 1, 0, 1, 7.00, 0.00, 7.00, 0, SNN618-25E6, 2019-08-15 19:55:14.612
20.1, FF3422000010019F01FF0101C6110D32E8000000280068050060E280689420005003095398670000803000E280689400005003095398670DFFC88C, 0, 1, 0, 1, 7.00, 0.00, 7.00, 0, SNN618-25E6, 2019-08-15 19:55:15.742
21.1, FF3422000010019F01FF0101C6110D32E80000023E006D050060E280689420005003095394670000803000E28068940000500309539467489289C8, 0, 1, 0, 1, 7.00, 0.00, 7.00, 0, SNN618-25E6, 2019-08-15 19:55:16.876
22.1, FF3422000010019F01FF0101C5110D32E8000001F9006A050060E280689420004003095390670000803000E280689400004003095390679ED253C9, 0, 1, 0, 1, 7.00, 0.00, 7.00, 0, SNN618-25E6, 2019-08-15 19:55:18.007
23.1, FF3422000010019F01FF0101C5110D32E8000001C00070050060E280689420004003095388670000803000E280689400004003095388671408D0DB, 0, 1, 0, 1, 7.00, 0.00, 7.00, 0, SNN618-25E6, 2019-08-15 19:55:19.147
24.1, FF3422000010019F01FF0101C5110D32E80000017C0062050060E280689420004003095384670000803000E280689400004003095384675165729F, 0, 1, 0, 1, 7.00, 0.00, 7.00, 0, SNN618-25E6, 2019-08-15 19:55:20.278
25.1, FF3422000010019F01FF0101C6110D32E8000001420065050060E280689420005003095380670000803000E2806894000050030953806787255BF1, 0, 1, 0, 1, 7.00, 0.00, 7.00, 0, SNN618-25E6, 2019-08-15 19:55:21.420
26.1, FF3422000010019F01FF0101C5110D32E8000000FC0065050060E28068942000500309537C670000803000E28068940000500309537C67D189F50B, 0, 1, 0, 1, 7.00, 0.00, 7.00, 0, SNN618-25E6, 2019-08-15 19:55:22.549
27.1, FF3422000010019F01FF0101C6110D32E8000000BB006A050060E280689420004003095378670000803000E2806894000040030953786707C9E61D, 0, 1, 0, 1, 7.00, 0.00, 7.00, 0, SNN618-25E6, 2019-08-15 19:55:23.688
28.1, FF3422000010019F01FF0101C6110D32E8000000740068050060E280689420004003095374670000803000E2806894000040030953746742A4CB2C, 0, 1, 0, 1, 7.00, 0.00, 7.00, 0, SNN618-25E6, 2019-08-15 19:55:24.818
